inter,vdw,multipole,polar
-12584.1723,5936.0748,-13147.2212,-5373.0259
-12610.1997,5880.0615,-13143.1502,-5347.111
-12667.9724,5853.7302,-13143.0246,-5378.678
-12569.123,5798.298,-13048.4529,-5318.9681
-12645.5722,6050.4128,-13254.7074,-5441.2776
-12718.3396,5880.8919,-13202.2357,-5396.9958
-12789.9688,5998.265,-13317.7815,-5470.4524
-12728.6682,5955.3912,-13240.3246,-5443.7348
-12698.9166,5879.5718,-13180.6314,-5397.857
-12755.4155,5987.1877,-13272.0232,-5470.58
-12810.5264,5977.1586,-13329.2648,-5458.4202
-12776.2842,5999.0835,-13318.7818,-5456.5858
-12699.3145,6030.8215,-13264.7226,-5465.4134
-12681.3281,5837.4304,-13154.2443,-5364.5143
-12645.6953,5867.5462,-13159.2478,-5353.9937
-12734.7819,5964.9117,-13267.1988,-5432.4948
-12756.3035,6052.0735,-13321.1475,-5487.2295
-12796.8166,6029.1491,-13321.1107,-5504.8551
-12694.3622,6051.1819,-13288.183,-5457.3611
-12767.5737,6001.541,-13324.5238,-5444.5909
-12702.4953,6028.4946,-13247.3082,-5483.6817
-12795.2175,6079.3448,-13349.5814,-5524.9808
-12805.8226,5883.9221,-13260.2295,-5429.5151
-12860.2792,6190.987,-13442.2874,-5608.9788
-12845.9587,5998.0626,-13364.0709,-5479.9504
-12756.9763,5953.5531,-13279.5206,-5431.0088
-12637.0353,5881.5283,-13138.6511,-5379.9125
-12586.9113,5844.9857,-13070.7337,-5361.1634
-12680.7889,5922.7341,-13187.5775,-5415.9456
-12748.5884,6100.5677,-13328.9672,-5520.1889
-12664.9221,5823.9017,-13148.3869,-5340.437
-12795.2105,5910.0357,-13280.932,-5424.3141
-12700.452,5900.4759,-13189.8247,-5411.1032
-12640.909,5650.6645,-13027.1113,-5264.4622
-12615.7139,6025.0771,-13233.4954,-5407.2956
-12637.2726,5907.7038,-13164.1335,-5380.8429
-12677.731,5946.7765,-13218.9688,-5405.5388
-12727.124,5946.474,-13243.3537,-5430.2443
-12554.9655,5897.2781,-13094.7053,-5357.5384
-12739.4833,5843.7867,-13212.9238,-5370.3462
-12586.7608,5824.0669,-13052.1885,-5358.6392
-12562.3779,5889.377,-13090.3708,-5361.3842
-12591.4185,5880.6402,-13089.945,-5382.1137
-12798.3488,6074.9765,-13326.5797,-5546.7456
-12751.0485,5965.9331,-13259.4719,-5457.5097
-12653.3687,5972.4784,-13216.3898,-5409.4573
-12688.2268,5941.5958,-13223.6655,-5406.1571
-12692.5887,5851.8673,-13148.7704,-5395.6856
-12688.211,5784.0232,-13114.9222,-5357.312
-12736.7897,5949.129,-13246.0655,-5439.8533
-12780.1673,6105.8344,-13364.2098,-5521.7919
-12710.7188,5823.4337,-13149.3957,-5384.7568
-12828.7984,5904.6882,-13298.3263,-5435.1603
-12801.9942,6011.3308,-13338.0272,-5475.2978
-12725.3463,6025.1453,-13278.5918,-5471.8998
-12700.4799,6066.2793,-13265.9039,-5500.8553
