inter,vdw,multipole,polar
-12794.3095,5696.605,-13139.124,-5344.6637
-12871.8021,5918.3121,-13307.0617,-5475.9587
-12834.4257,5981.0933,-13331.8861,-5476.5519
-12858.5524,5905.4328,-13295.7354,-5461.1495
-12827.2732,5991.2261,-13301.9738,-5509.3829
-12816.6934,5861.449,-13220.0307,-5450.959
-12818.5261,6013.4396,-13329.1601,-5495.6737
-12785.394,5933.6764,-13259.3464,-5452.6553
-12783.7745,5848.2373,-13198.8169,-5426.0675
-12796.7972,5845.4686,-13237.3864,-5397.7471
-12824.9913,6103.7169,-13417.0134,-5504.5443
-12768.6549,5959.4074,-13267.3006,-5453.6248
-12769.2007,5846.0567,-13225.4913,-5382.6203
-12778.9184,6080.2226,-13372.676,-5479.328
-12784.1446,6008.7401,-13342.3265,-5443.4724
-12907.7816,5822.31,-13319.0559,-5403.8795
-12855.0918,5951.0578,-13330.3359,-5468.6844
-12873.9846,6099.3493,-13439.5567,-5526.6599
-12809.7577,5798.8975,-13230.1022,-5371.3711
-12776.8428,6008.2819,-13328.6821,-5449.2597
-12814.0609,5996.0006,-13338.4644,-5464.4176
-12806.8953,5838.9965,-13216.033,-5422.8077
-12929.3164,5979.7426,-13417.5652,-5484.3722
-12874.3095,5990.8286,-13386.027,-5472.0184
-12960.5239,5975.5522,-13436.14,-5492.7419
-13006.0537,6158.2805,-13560.8086,-5596.2723
-12856.4041,6029.9071,-13374.8011,-5504.2838
-12895.8282,6041.8947,-13420.7472,-5509.7864
-12824.741,5956.6486,-13337.9615,-5436.2546
-12843.8595,6026.7872,-13368.3249,-5495.1961
-12898.3185,6024.2788,-13412.9423,-5502.5673
-13025.9158,6110.3894,-13552.7527,-5576.3671
-12957.1529,6221.5417,-13568.9995,-5602.5724
-12906.8974,6004.1164,-13410.7452,-5493.1761
-12936.5147,5929.3983,-13395.1779,-5463.5355
-12899.3184,6062.5953,-13437.8198,-5516.9508
-12867.8533,6026.0494,-13397.6811,-5489.0535
-12790.6101,5789.7619,-13216.1895,-5356.9981
-12855.3396,6059.2504,-13406.8752,-5500.5739
-12869.1762,5912.5786,-13332.7275,-5441.8609
-12791.269,5883.6757,-13248.6211,-5419.1352
-12833.2633,5961.6899,-13337.717,-5449.9783
-12872.1938,5886.4564,-13319.8044,-5431.6347
-12897.9684,5870.6737,-13298.3244,-5463.1586
-12780.1366,5818.6661,-13207.3854,-5384.1868
-12844.9886,5892.0019,-13286.5031,-5443.2844
-12755.6119,5941.0957,-13265.3602,-5424.1657
-12786.9406,5773.8589,-13193.2818,-5360.3367
-12695.0991,5987.0123,-13286.1395,-5388.82
-12687.4708,5884.6003,-13183.0877,-5381.8677
-12714.4247,5883.1366,-13209.4098,-5380.9979
-12845.0653,5942.4763,-13337.4667,-5442.9657
-12916.7311,5957.0483,-13387.5841,-5478.9907
-12932.4519,6065.4168,-13478.9513,-5511.8332
-12971.4875,6000.3279,-13450.9018,-5513.8935
-12994.0004,6065.868,-13492.5253,-5560.2537
-12972.4682,5885.4555,-13355.7424,-5495.0581
-12806.2122,6016.2318,-13316.4585,-5498.8656
-12930.9584,6215.7675,-13524.973,-5614.6726
-12821.1193,5955.9177,-13304.9712,-5464.9627
-12903.0602,5843.1132,-13327.8326,-5411.2391
-12835.4329,5945.818,-13316.0432,-5458.1107
-12800.5434,5976.9491,-13345.3195,-5425.1524
-12883.7167,6038.2349,-13402.778,-5512.1133
-12884.3102,5943.3366,-13354.0298,-5466.6085
-12845.4013,5780.9159,-13228.6133,-5390.6058
-12713.22,5901.1514,-13195.3956,-5411.8829
-12912.5003,5972.3441,-13388.4984,-5489.2779
-12815.174,6055.8914,-13352.2265,-5511.6684
-12694.6755,5770.4736,-13117.1787,-5340.7824
-12791.1485,5923.9377,-13277.3749,-5430.513
-12775.5091,6086.2356,-13383.0599,-5471.5066
-12775.6289,5873.8548,-13228.1385,-5414.1125
-12783.8493,5986.4514,-13321.5377,-5441.6111
-12802.8039,5869.4888,-13256.7349,-5408.3708
-12820.3738,5865.2995,-13247.8483,-5430.6842
-12777.669,5967.4086,-13271.8823,-5466.0834
-12756.5495,5972.6093,-13284.5269,-5437.5139
-12861.7701,5940.1525,-13310.4923,-5484.2351
-12933.5645,5962.0255,-13396.4686,-5491.9874
-12740.4334,5928.5581,-13233.1803,-5428.6341
-12831.3296,5829.1936,-13238.8709,-5414.5261
-12896.2092,6009.3261,-13380.5436,-5517.7777
-12800.6756,5951.11,-13267.7884,-5476.7766
-12755.3893,5857.1333,-13213.1777,-5392.1075
-12834.6651,5983.1237,-13322.4684,-5488.1128
-12925.6054,6082.3393,-13454.2175,-5546.5295
-12907.8572,6045.727,-13412.1997,-5534.1952
-12892.0715,6074.9958,-13429.3816,-5530.4322
-12882.9836,6187.7104,-13476.3389,-5587.2161
-12845.5388,5951.1393,-13298.084,-5491.4325
-12873.2917,5973.8292,-13320.3863,-5519.6627
-12801.8773,6150.8615,-13374.3704,-5571.2239
-12866.1176,5974.3089,-13343.776,-5489.6035
-12868.7211,5979.6471,-13350.8947,-5490.3613
-12838.0336,5955.1176,-13285.8255,-5500.1544
-12805.1831,6021.3604,-13315.9219,-5503.4433
-12969.5432,5964.1742,-13413.3964,-5513.1869
-12899.9473,6203.413,-13477.2095,-5618.899
-12800.0602,6039.3941,-13337.3188,-5494.9186
-12985.1058,6091.1146,-13501.8406,-5567.188
-12941.2798,6030.1334,-13447.6963,-5516.4656
-12859.5638,6091.7329,-13426.8102,-5517.3495
-12933.9671,6159.912,-13517.651,-5569.0906
-12877.6324,5926.9837,-13335.6096,-5461.8313
-12846.5346,5963.0415,-13341.9478,-5460.3802
-12852.0686,5894.2078,-13326.7605,-5412.199
-12866.0509,5808.4253,-13287.4418,-5379.7814
-12857.4203,5884.7124,-13301.1095,-5433.8022
-12890.184,5952.8319,-13355.1795,-5480.6808
-12912.0193,5948.0947,-13384.2163,-5468.6951
-12925.7837,5941.6322,-13388.9998,-5471.2569
-12914.3125,6041.0177,-13419.1553,-5528.9912
-12901.9632,5941.3735,-13380.6144,-5455.4886
-13041.9975,6256.9889,-13614.0574,-5677.7502
-12935.901,6088.678,-13475.8177,-5541.5844
-12832.2356,6033.7729,-13377.6982,-5481.0381
-12915.5781,6042.5846,-13408.5352,-5542.4167
-12809.4809,5960.3512,-13320.989,-5441.5988
-12872.5374,5848.3337,-13301.4994,-5412.1763
-12944.098,5895.9084,-13373.3339,-5459.3918
-12875.3072,5962.7197,-13356.11,-5474.713
-12844.2422,6048.9179,-13385.2655,-5500.7338
-12924.626,5984.9569,-13417.1855,-5485.2353
-12823.7137,5953.0276,-13325.6171,-5443.9378
-12779.8782,5798.3642,-13222.3361,-5348.677
-12854.3357,6056.2533,-13375.1026,-5528.3555
-12976.9018,6172.4403,-13553.9145,-5588.2929
-12900.592,6073.4874,-13438.4677,-5528.3922
-12891.1541,6168.6064,-13507.0451,-5545.4452
-12921.4198,6102.3323,-13459.1153,-5557.4078
-12991.7497,6066.3402,-13508.1189,-5542.7577
-12856.6616,6112.078,-13465.8167,-5495.7168
-12970.7238,6093.1684,-13499.8604,-5556.7564
-13008.4836,6275.8327,-13654.6334,-5622.3894
-12817.4211,6187.8715,-13457.0497,-5541.0814
-12860.4172,5973.772,-13381.8299,-5445.182
-12893.9615,6092.033,-13491.4085,-5487.4253
-12910.1886,5914.0928,-13342.5605,-5474.5344
-12805.4959,6170.7545,-13431.3337,-5537.6773
-12875.091,6003.1228,-13384.3361,-5486.682
-12894.7173,6172.145,-13478.3851,-5581.2045
-12961.9421,6159.2266,-13527.8918,-5586.0528
-13098.7769,6295.6406,-13690.7581,-5696.4773
-12982.9303,6216.7659,-13598.0156,-5594.5165
-12980.635,6165.8465,-13544.6331,-5594.6742
-12983.8221,6027.6193,-13476.7021,-5527.5758
-12975.367,6035.7179,-13452.0519,-5551.8359
-12950.9194,6158.7211,-13525.8974,-5576.5968
-12975.1513,6113.0377,-13516.6786,-5564.4041
-12932.0922,6215.1873,-13506.8527,-5633.332
-12970.0132,6071.3478,-13489.9346,-5544.2407
-12871.6569,6157.8646,-13481.8745,-5540.4975
